Rk,PFF Name,displayName,Tm,Age,Pos,G,GS,Int,Yds,TD,Lng,PD,FF,Fmb,FR,Yds,TD,Sk,Comb▼,Solo,Ast,TFL,QBHits,Sfty
734,Sam Franklin,Sam Franklin,CAR,26,S,17,1,,,0,,,0.06,0,0,0,0,0,1.18,0.88,0.29,0.06,0,
735,Terrell Lewis,Terrell Lewis,LAR,24,OLB,11,3,0.09,0,0,0,0.18,,,,,0,0.09,1.18,0.82,0.36,0.18,0.27,
736,Charles Omenihu,Charles Omenihu,SFO,25,DE,17,3,0,0,0,0,0.06,0.06,0,0,0,0,0.26,1.18,0.41,0.76,0.18,0.94,
737,Dean Marlowe,Dean Marlowe,2TM,30,FS,12,2,,,0,,,,,,,0,0,1.17,0.83,0.33,0,0,
738,Ryder Anderson,Ryder Anderson,NYG,24,DL,7,2,,,0,,,,,,,0,0.29,1.14,0.57,0.57,0.29,0.29,
739,Taylor Stallworth,Taylor Stallworth,2TM,27,,7,0,,,0,,,,,,,0,0,1.14,0.43,0.71,0.14,0,
740,Israel Mukuamu,Israel Mukuamu,DAL,23,S,15,3,0.07,0,0,0,0.07,,,,,0,0,1.13,0.8,0.33,0,0.07,
741,Sean Chandler,Sean Chandler,CAR,26,S,17,0,,,0,,,,,,,0,0,1.12,0.65,0.47,0,0,
742,Caleb Farley,Caleb Farley,TEN,24,CB,9,1,,,0,,,,,,,0,0,1.11,1,0.11,0,0,
743,Noah Igbinoghene,Noah Igbinoghene,MIA,23,CB,9,2,0.11,0,0,0,0.33,,,,,0,0,1.11,0.89,0.22,0,0,
744,Quentin Lake,Quentin Lake,LAR,23,S,9,0,0,0,0,0,0.11,,,,,0,0.11,1.11,0.89,0.22,0.11,0,
745,K'Lavon Chaisson,K'Lavon Chaisson,JAX,23,OLB,9,0,,,0,,,,,,,0,0.11,1.11,0.78,0.33,0.11,0.22,
746,Marcell Harris,Marcell Harris,NYJ,28,LB,11,0,,,0,,,,,,,0,0,1.09,0.64,0.45,0,0,
747,C.J. Moore,C.J. Moore,DET,27,S,11,0,0,0,0,0,0.09,0,0.09,1,0,0,0,1.09,0.64,0.45,0,0.09,
748,Dallis Flowers,Dallis Flowers,IND,25,CB,13,1,,,0,,,0.08,0.15,1,0,0,0,1.08,0.77,0.31,0,0,
749,Jacob Martin,Jacob Martin,2TM,27,DE/OLB,13,0,,,0,,,0.08,0,0,0,0,0.19,1.08,0.54,0.54,0.15,0.38,
750,K.J. Britt,K.J. Britt,TAM,24,LB,12,0,,,0,,,,,,,0,0,1.08,0.42,0.67,0,0,
751,Tommy Togiai,Tommy Togiai,CLE,23,DT,12,2,0,0,0,0,0.08,0,0,1,0,0,0.04,1.08,0.25,0.83,0,0.17,
752,A.J. Epenesa,A.J. Epenesa,BUF,24,DE,15,2,0,0,0,0,0.33,0.13,0,1,0,0,0.43,1.07,0.87,0.2,0.47,0.67,
753,Rachad Wildgoose,Rachad Wildgoose,WAS,22,CB,15,3,0,0,0,0,0.2,,,,,0,0,1.07,0.8,0.27,0,0,
754,Daxton Hill,Daxton Hill,CIN,22,S,15,2,,,0,,,,,,,0,0,1.07,0.73,0.33,0,0.07,
755,Essang Bassey,Essang Bassey,DEN,24,CB,14,0,0,0,0,0,0.14,,,,,0,0,1.07,0.71,0.36,0.07,0,
756,Derrek Tuszka,Derrek Tuszka,2TM,26,OLB,15,1,,,0,,,,,,,0,0,1.07,0.53,0.53,0,0,
757,A.J. Green,A.J. Green,CLE,24,CB,17,1,0.06,0,0,0,0.06,,,,,0,0,1.06,0.82,0.24,0,0.06,
758,Brian Asamoah,Brian Asamoah,MIN,22,LB,16,0,,,0,,,0.06,0,1,12,0,0,1.06,0.69,0.38,0,0,
759,Nick Cross,Nick Cross,IND,21,S,16,2,,,0,,,0,0.06,1,0,0,0,1.06,0.69,0.38,0,0,
760,Luke Gifford,Luke Gifford,DAL,27,LB,16,0,,,0,,,0.06,0,1,0,0,0,1.06,0.69,0.38,0,0,
761,Cameron Thomas,Cameron Thomas,ARI,22,OLB,17,0,0,0,0,0,0.06,,,,,0,0.18,1.06,0.41,0.65,0.18,0.35,
762,Joseph Ossai,Joseph Ossai,CIN,22,DE,16,0,0,0,0,0,0.06,0,0,2,0,1,0.22,1.06,0.38,0.69,0.13,0.63,
763,Neville Hewitt,Neville Hewitt,HOU,29,LB,14,0,,,0,,,0.07,0,0,0,0,0,1,0.71,0.29,0.07,0,
764,Amare Barno,Amare Barno,CAR,23,DE,9,0,,,0,,,,,,,0,0.22,1,0.89,0.11,0.22,0.22,
765,Austin Bryant,Austin Bryant,DET,26,DL,9,0,0,0,0,0,0.11,,,,,0,0,1,0.78,0.22,0.11,0.33,
766,Chris Rumph,Chris Rumph,LAC,24,OLB,15,0,0,0,0,0,0.07,,,,,0,0.13,1,0.47,0.53,0.13,0.4,
767,Larrell Murchison,Larrell Murchison,2TM,25,,8,0,,,0,,,,,,,0,0.25,1,0.75,0.25,0.25,0.25,
768,Baylon Spector,Baylon Spector,BUF,24,LB,6,0,,,0,,,,,,,0,0,1,1,0,0,0,
769,Garret Wallow,Garret Wallow,HOU,23,LB,13,3,0,0,0,0,0.08,,,,,0,0,1,0.46,0.54,0.08,0,
770,Greedy Williams,Greedy Williams,CLE,25,CB,11,1,,,0,,,,,,,0,0,1,0.55,0.45,0,0,
771,Daryl Worley,Daryl Worley,BAL,27,CB,8,1,0,0,0,0,0.25,,,,,0,0,1,0.75,0.25,0.13,0,
772,Devon Kennard,Devon Kennard,2TM,31,OLB,7,2,,,0,,,,,,,0,0,1,0.71,0.29,0.14,0.14,
773,Elijah Lee,Elijah Lee,2TM,26,,8,0,,,0,,,0,0,1,0,0,0,1,0.63,0.38,0,0,
774,Joe Bachie,Joe Bachie,CIN,24,LB,10,0,,,0,,,,,,,0,0,1,0.4,0.6,0,0,
775,Ty Summers,Ty Summers,2TM,27,,6,0,,,0,,,,,,,0,0,1,0.67,0.33,0,0,
776,Cody Davis,Cody Davis,NWE,33,DB,6,0,,,0,,,,,,,0,0,1,0.5,0.5,0,0,
777,Esezi Otomewo,Esezi Otomewo,MIN,23,DL,5,0,,,0,,,,,,,0,0,1,0.6,0.4,0.2,0,
778,J.J. Russell,J.J. Russell,TAM,24,LB,6,0,,,0,,,,,,,0,0,1,0.5,0.5,0,0,
779,Stantley Thomas-Oliver,Stantley Thomas-Oliver,CAR,24,CB,3,0,,,0,,,,,,,0,0,1,1,0,0,0,
780,Olasunkanmi Adeniyi,Olasunkanmi Adeniyi,TEN,25,OLB,3,1,,,0,,,,,,,0,0,1,0.67,0.33,0,0,
781,C.J. Brewer,C.J. Brewer,BUF,25,DT,2,0,,,0,,,,,,,0,0,1,1,0,0,0,
782,Dan Chisena,Dan Chisena,MIN,25,WR,2,0,,,0,,,,,,,0,0,1,1,0,0,0,
783,Tae Davis,Tae Davis,CLE,26,LB,5,0,,,0,,,,,,,0,0,1,0.4,0.6,0,0,
784,Darryl Johnson,Darryl Johnson,SEA,25,LB,4,1,,,0,,,,,,,0,0,1,0.5,0.5,0.25,0,
785,David Moa,David Moa,LAC,26,DL,2,0,,,0,,,,,,,0,0,1,1,0,0,0,
786,Jon Rhattigan,Jon Rhattigan,SEA,23,LB,5,0,,,0,,,,,,,0,0,1,0.4,0.6,0,0,
787,Mackensie Alexander,Mackensie Alexander,DAL,29,CB,1,1,,,0,,,,,,,0,0,1,1,0,0,0,
788,Cole Christiansen,Cole Christiansen,KAN,25,LB,1,0,,,0,,,,,,,0,0,1,1,0,0,0,
789,Ryan Connelly,Ryan Connelly,MIN,27,LB,1,0,,,0,,,,,,,0,0,1,1,0,0,0,
790,Carlos Davis,Carlos Davis,PIT,26,DT,1,0,,,0,,,,,,,0,1,1,1,0,1,1,
791,Trey Flowers,Trey Flowers,MIA,29,LB,4,0,,,0,,,,,,,0,0,1,0.25,0.75,0,0.25,
792,Joe Giles-Harris,Joe Giles-Harris,BUF,25,LB,1,0,,,0,,,,,,,0,0,1,1,0,0,0,
793,Travin Howard,Travin Howard,LAR,26,LB,1,0,,,0,,,,,,,0,0,1,1,0,0,0,
794,Chris Jackson,Chris Jackson,TEN,24,DB,1,0,,,0,,,,,,,0,0,1,1,0,0,0,
795,Donovan Jeter,Donovan Jeter,WAS,24,DT,1,0,,,0,,,,,,,0,0,1,1,0,0,0,
796,Josh Lambo,Josh Lambo,TEN,32,K,1,0,,,0,,,,,,,0,0,1,1,0,0,0,
797,Cameron McGrone,Cameron McGrone,IND,22,LB,1,0,,,0,,,,,,,0,0,1,1,0,0,0,
798,Roderick Perry,Roderick Perry,CLE,25,DT,2,0,,,0,,,,,,,0,0,1,0.5,0.5,0,0,
799,Josh Ross,Josh Ross,BAL,23,LB,2,0,,,0,,,,,,,0,0,1,0.5,0.5,0,0,
800,Chazz Surratt,Chazz Surratt,NYJ,25,LB,1,0,,,0,,,,,,,0,0,1,1,0,0,0,
801,Ramiz Ahmed,Ramiz Ahmed,GNB,27,K,1,0,,,0,,,,,,,0,0,1,0,1,0,0,
802,David Bada,David Bada,WAS,27,DT,2,0,,,0,,,,,,,0,0,1,0,1,0,0,
803,Eric Banks,Eric Banks,ARI,24,DL,1,0,,,0,,,,,,,0,0,1,0,1,0,0,
804,Trenton Cannon,Trenton Cannon,TEN,28,RB,2,0,,,0,,,,,,,0,0,1,0,1,0,0,
805,T.J. Carter,T.J. Carter,LAR,23,CB,1,0,,,0,,,,,,,0,0,1,0,1,0,0,
806,Saivion Smith,Saivion Smith,DET,25,CB,1,1,,,0,,,,,,,0,0,1,0,1,0,0,
807,Jamien Sherwood,Jamien Sherwood,NYJ,22,LB,17,0,,,0,,,,,,,0,0.03,0.94,0.71,0.24,0.06,0.06,
808,Nick Bellore,Nick Bellore,SEA,33,LB,16,0,,,0,,,,,,,0,0,0.94,0.69,0.25,0,0,
809,Tanner Muse,Tanner Muse,SEA,26,LB,17,1,0,0,0,0,0.06,,,,,0,0,0.94,0.65,0.29,0,0,
810,Caleb Johnson,Caleb Johnson,JAX,24,LB,17,0,,,0,,,0.06,0,0,0,0,0,0.94,0.59,0.35,0,0,
811,Benito Jones,Benito Jones,DET,25,DL,17,0,0,0,0,0,0.12,,,,,0,0.09,0.94,0.47,0.47,0,0.24,
812,Shaquille Quarterman,Shaquille Quarterman,JAX,25,LB,17,0,,,0,,,0.06,0,0,0,0,0,0.94,0.47,0.47,0,0,
813,Devonte Wyatt,Devonte Wyatt,GNB,24,DL,16,0,0,0,0,0,0.06,0.06,0,0,0,0,0.09,0.94,0.5,0.44,0,0.19,
814,Marquan McCall,Marquan McCall,CAR,23,DT,16,0,,,0,,,,,,,0,0,0.94,0.44,0.5,0.13,0.06,
815,Daniel Ekuale,Daniel Ekuale,NWE,28,DT,15,0,0,0,0,0,0.07,,,,,0,0.13,0.93,0.67,0.27,0.13,0.2,
816,Drake Jackson,Drake Jackson,SFO,21,DE,15,0,0.07,0,0,0,0.53,,,,,0,0.2,0.93,0.53,0.4,0.2,0.4,
817,Erik Harris,Erik Harris,ATL,32,S,14,1,,,0,,,,,,,0,0,0.93,0.5,0.43,0,0,
818,Nik Bonitto,Nik Bonitto,DEN,23,OLB,15,1,,,0,,,0.07,0,0,0,0,0.1,0.93,0.4,0.53,0.07,0.2,
819,Trysten Hill,Trysten Hill,2TM,24,DT,13,0,,,0,,,,,,,0,0.08,0.92,0.77,0.15,0.38,0.38,
820,Lonnie Johnson Jr.,Lonnie Johnson Jr.,TEN,27,CB,12,0,,,0,,,,,,,0,0,0.92,0.67,0.25,0,0,
821,Clayton Fejedelem,Clayton Fejedelem,MIA,29,S,13,0,0,0,0,0,0.08,,,,,0,0,0.92,0.54,0.38,0,0,
822,Teez Tabor,Teez Tabor,SEA,27,SS,10,1,,,0,,,,,,,0,0,0.9,0.5,0.4,0,0,
823,Travis Homer,Travis Homer,SEA,24,RB,10,1,,,0,,,0.1,0.1,0,0,0,0,0.9,0.4,0.5,0,0,
824,Isaiah Thomas,Isaiah Thomas,CLE,24,DE,10,0,0,0,0,0,0.2,0,0,1,0,0,0.1,0.9,0.4,0.5,0.1,0.2,
825,Michael Dwumfour,Michael Dwumfour,2TM,24,,9,0,,,0,,,0,0,1,0,0,0,0.89,0.78,0.11,0,0.33,
826,Bobby Brown,Bobby Brown,LAR,22,DT,9,1,,,0,,,,,,,0,0,0.89,0.56,0.33,0.11,0,
827,T.Y. McGill,T.Y. McGill,SFO,30,DT,9,0,,,0,,,,,,,0,0,0.89,0.56,0.33,0.22,0.22,
828,D'Anthony Bell,D'Anthony Bell,CLE,26,S,16,2,,,0,,,,,,,0,0,0.88,0.75,0.13,0,0,
829,Brenden Schooler,Brenden Schooler,NWE,25,DB,16,0,,,0,,,0,0,2,0,0,0,0.88,0.69,0.19,0,0,
830,Jalen Reeves-Maybin,Jalen Reeves-Maybin,HOU,27,LB,17,0,,,0,,,0,0,1,0,0,0,0.88,0.53,0.35,0,0,
831,Troy Dye,Troy Dye,MIN,26,LB,17,0,,,0,,,0,0,1,0,0,0,0.88,0.47,0.41,0,0,
832,Mike Ford,Mike Ford,ATL,27,CB,17,2,,,0,,,,,,,0,0,0.88,0.41,0.47,0.06,0.06,
833,Trayveon Williams,Trayveon Williams,CIN,25,RB,8,0,,,0,,,,,,16,0,0,0.88,0.63,0.25,0,0,
834,L.J. Collier,L.J. Collier,SEA,27,DE,8,0,0,0,0,0,0.25,,,,,0,0,0.88,0.38,0.5,0.13,0.13,
835,Hassan Haskins,Hassan Haskins,TEN,23,RB,15,1,,,0,,,,,,,0,0,0.87,0.6,0.27,0,0,
836,Ambry Thomas,Ambry Thomas,SFO,23,CB,15,0,,,0,,,,,,,0,0,0.87,0.6,0.27,0,0,
837,Innis Gaines,Innis Gaines,GNB,24,S,7,1,,,0,,,,,,,0,0,0.86,0.71,0.14,0,0,
838,Thomas Graham,Thomas Graham,CLE,23,CB,7,0,,,0,,,,,,,0,0,0.86,0.71,0.14,0,0,
839,Tae Hayes,Tae Hayes,2TM,25,,7,0,,,0,,,,,,,0,0,0.86,0.57,0.29,0,0,
840,Daviyon Nixon,Daviyon Nixon,CAR,24,DT,7,0,,,0,,,,,,,0,0,0.86,0.43,0.43,0,0,
841,Malik Herring,Malik Herring,KAN,25,DE,7,0,,,0,,,0,0,1,0,0,0,0.86,0.14,0.71,0,0,
842,Chris Banjo,Chris Banjo,ARI,32,S,13,1,,,0,,,0,0,1,0,1,0,0.85,0.46,0.38,0,0,
843,Khaleke Hudson,Khaleke Hudson,WAS,25,LB,13,1,,,0,,,,,,,0,0,0.85,0.31,0.54,0,0.08,
844,Justin Coleman,Justin Coleman,SEA,29,CB,12,0,,,0,,,,,,,0,0,0.83,0.42,0.42,0,0,
845,Kingsley Jonathan,Kingsley Jonathan,2TM,24,,6,0,,,0,,,,,,,0,0,0.83,0.33,0.5,0.17,0,
846,Matthew Butler,Matthew Butler,LVR,23,DT,6,0,,,0,,,,,,,0,0.08,0.83,0.17,0.67,0,0.17,
847,Zech McPhearson,Zech McPhearson,PHI,24,CB,17,0,0,0,0,0,0.06,,,,,0,0.06,0.82,0.71,0.12,0.06,0.06,
848,Justin Hardee*,Justin Hardee,NYJ,28,CB,17,0,,,0,,,0.06,0,0,0,0,0,0.82,0.59,0.24,0,0,
849,Josh Woods,Josh Woods,DET,26,LB,17,0,,,0,,,,,,,0,0,0.82,0.59,0.24,0,0,
850,Chase Hansen,Chase Hansen,NOR,29,LB,11,1,,,0,,,,,,,0,0,0.82,0.45,0.36,0,0,
851,Theo Jackson,Theo Jackson,MIN,24,S,11,0,,,0,,,0,0,1,0,0,0,0.82,0.36,0.45,0,0,
852,Marcus Allen,Marcus Allen,PIT,26,LB,15,0,,,0,,,,,,,0,0,0.8,0.53,0.27,0,0,
853,Bobby Price,Bobby Price,DET,24,CB,5,0,,,0,,,,,,,0,0,0.8,0.6,0.2,0,0,
854,A.J. Thomas,A.J. Thomas,CHI,23,DB,5,0,,,0,,,,,,,0,0,0.8,0.6,0.2,0,0,
855,D.J. Davidson,D.J. Davidson,NYG,25,DL,5,0,,,0,,,,,,,0,0,0.8,0.4,0.4,0,0,
856,Tipa Galeai,Tipa Galeai,GNB,25,LB,5,0,,,0,,,,,,,0,0,0.8,0.4,0.4,0,0,
857,Stanley Morgan Jr.,Stanley Morgan Jr.,CIN,26,WR,14,0,,,0,,,,,,,0,0,0.79,0.5,0.29,0,0,
858,Robert Quinn,Robert Quinn,2TM,32,DE/DL,13,7,,,0,,,,,,,0,0.08,0.77,0.62,0.15,0.15,0.38,
859,Chris Claybrooks,Chris Claybrooks,JAX,25,CB,17,0,,,0,,,,,,,0,0,0.76,0.59,0.18,0,0,
860,Nakobe Dean,Nakobe Dean,PHI,22,LB,17,0,,,0,,,,,,,0,0,0.76,0.53,0.24,0.06,0,
861,Kris Boyd,Kris Boyd,MIN,26,CB,17,0,,,0,,,0.06,0,1,0,0,0,0.76,0.47,0.29,0,0,
862,Dallin Leavitt,Dallin Leavitt,GNB,28,S,17,0,,,0,,,,,,,0,0,0.76,0.41,0.35,0,0,
863,Matthew Slater,Matthew Slater,NWE,37,WR,17,0,,,0,,,,,,,0,0,0.76,0.41,0.35,0,0,
864,Tyson Alualu,Tyson Alualu,PIT,35,DE,17,2,0,0,0,0,0.06,,,,,0,0.03,0.76,0.29,0.47,0,0.12,
865,Elijah Campbell,Elijah Campbell,MIA,27,DB,16,1,0,0,0,0,0.06,,,,,0,0,0.75,0.44,0.31,0,0.06,
866,Michael Thomas,Michael Thomas,CIN,32,S,16,0,,,0,,,,,,,0,0,0.75,0.31,0.44,0,0,
867,Montaric Brown,Montaric Brown,JAX,23,CB,8,1,,,0,,,,,,,0,0,0.75,0.5,0.25,0,0,
868,Quintez Cephus,Quintez Cephus,DET,24,WR,4,1,,,0,,,,,,,0,0,0.75,0.75,0,0,0,
869,Quinton Bell,Quinton Bell,ATL,26,OLB,4,0,,,0,,,,,,,0,0,0.75,0.5,0.25,0.25,0,
870,Brandin Bryant,Brandin Bryant,BUF,29,DT,4,0,,,0,,,,,,,0,0,0.75,0.5,0.25,0,0,
871,Wyatt Ray,Wyatt Ray,2TM,26,,4,0,,,0,,,,,,,0,0,0.75,0.5,0.25,0,0,
872,Dicaprio Bootle,Dicaprio Bootle,KAN,25,DB,4,0,,,0,,,,,,,0,0,0.75,0.25,0.5,0,0,
873,Christopher Hinton,Christopher Hinton,LAC,22,DT,4,0,,,0,,,,,,,0,0,0.75,0.25,0.5,0,0.25,
874,Percy Butler,Percy Butler,WAS,22,S,15,0,0,0,0,0,0.07,0,0,1,0,0,0,0.73,0.6,0.13,0,0,
875,Grant Stuard,Grant Stuard,IND,24,LB,15,0,,,0,,,,,,,0,0,0.73,0.6,0.13,0,0,
876,Joey Blount,Joey Blount,SEA,24,FS,11,0,,,0,,,0,0,1,0,0,0,0.73,0.73,0,0,0,
877,Nazeeh Johnson,Nazeeh Johnson,KAN,24,S,11,0,,,0,,,,,,,0,0,0.73,0.45,0.27,0,0,
878,Darien Butler,Darien Butler,LVR,22,LB,15,0,,,0,,,,,,,0,0,0.73,0.2,0.53,0,0,
879,Christian Holmes,Christian Holmes,WAS,25,CB,17,2,,,0,,,0,0,2,0,0,0,0.71,0.47,0.24,0,0,
880,Logan Hall,Logan Hall,TAM,22,DL,17,0,,,0,,,,,,,0,0.15,0.71,0.41,0.29,0.29,0.35,
881,Byron Cowart,Byron Cowart,IND,26,DT,17,0,,,0,,,,,,,0,0,0.71,0.24,0.47,0.12,0,
882,Andre Chachere,Andre Chachere,PHI,26,S,7,0,,,0,,,,,,,0,0,0.71,0.43,0.29,0,0,
883,Tarell Basham,Tarell Basham,2TM,28,,7,0,,,0,,,,,,,0,0,0.71,0.14,0.57,0.14,0.14,
884,Ben Stille,Ben Stille,2TM,25,,7,1,,,0,,,,,,,0,0,0.71,0,0.71,0,0.14,
885,Patrick Johnson,Patrick Johnson,PHI,24,LB,16,0,,,0,,,0.06,0,1,0,0,0,0.69,0.44,0.25,0,0.19,
886,Deon Bush,Deon Bush,KAN,29,DB,16,0,0,0,0,0,0.06,,,,,0,0,0.69,0.38,0.31,0,0,
887,Carl Davis,Carl Davis,NWE,30,DL,16,2,,,0,,,0,0,1,17,0,0.06,0.69,0.19,0.5,0.06,0.06,
888,Giovanni Ricci,Giovanni Ricci,CAR,26,TE,15,3,,,0,,,0,0,1,0,0,0,0.67,0.4,0.27,0,0,
889,Brandon Smith,Brandon Smith,CAR,21,LB,12,1,,,0,,,,,,,0,0,0.67,0.5,0.17,0,0,
890,Tre Brown,Tre Brown,SEA,25,CB,6,0,,,0,,,,,,,0,0,0.67,0.67,0,0,0,
891,Jabril Cox,Jabril Cox,DAL,24,LB,9,0,,,0,,,,,,,0,0,0.67,0.33,0.33,0,0,
892,Cullen Gillaspia,Cullen Gillaspia,SEA,27,LB,6,0,,,0,,,,,,,0,0,0.67,0.5,0.17,0,0,
893,Jeremiah Attaochu,Jeremiah Attaochu,2TM,29,OLB,3,0,,,0,,,,,,,0,0,0.67,0.67,0,0.33,0,
894,Jamie Collins,Jamie Collins,NWE,33,LB,3,1,,,0,,,,,,,0,0,0.67,0.67,0,0,0,
895,Javon Kinlaw,Javon Kinlaw,SFO,25,DT,6,6,,,0,,,,,,,0,0,0.67,0.33,0.33,0,0,
896,Qadree Ollison,Qadree Ollison,DAL,26,RB,3,0,,,0,,,,,,,0,0,0.67,0.67,0,0,0,
897,Will Redmond,Will Redmond,HOU,29,CB,3,0,,,0,,,,,,,0,0,0.67,0.67,0,0,0,
898,Josh Thompson,Josh Thompson,TEN,24,DB,6,0,,,0,,,0,0.17,0,0,0,0,0.67,0.33,0.33,0,0,
899,Shaun Wade,Shaun Wade,NWE,24,CB,3,0,,,0,,,,,,,0,0,0.67,0.67,0,0,0,
900,Ar'Darius Washington,Ar'Darius Washington,BAL,23,S,3,0,,,0,,,,,,,0,0,0.67,0.67,0,0,0,
901,Michael Brockers,Michael Brockers,DET,32,DL,6,5,0,0,0,0,0.17,,,,,0,0,0.67,0.17,0.5,0,0.17,
902,Christian Jones,Christian Jones,SEA,31,LB,3,0,,,0,,,,,,,0,0,0.67,0.33,0.33,0,0,
903,Ty Chandler,Ty Chandler,MIN,24,RB,3,0,,,0,,,,,,,0,0,0.67,0,0.67,0,0,
904,Daniel Hardy,Daniel Hardy,LAR,24,OLB,6,0,,,0,,,,,,,0,0,0.67,0,0.67,0,0,
905,Quincy Roche,Quincy Roche,NYG,24,OLB,3,0,,,0,,,,,,,0,0,0.67,0,0.67,0,0,
906,Malik Turner,Malik Turner,SFO,26,WR,3,0,,,0,,,,,,,0,0,0.67,0,0.67,0,0,
907,Dare Ogunbowale,Dare Ogunbowale,HOU,28,RB,17,4,,,0,,,0,0,1,0,0,0,0.65,0.53,0.12,0,0,
908,Ko Kieft,Ko Kieft,TAM,24,TE,17,12,,,0,,,,,,,0,0,0.65,0.47,0.18,0,0,
909,Troy Reeder,Troy Reeder,LAC,28,LB,17,0,0,0,0,0,0.06,0.06,0,0,0,0,0,0.65,0.35,0.29,0,0,
910,Matthias Farley,Matthias Farley,LVR,30,S,17,0,,,0,,,,,,,0,0,0.65,0.24,0.41,0,0,
911,Kevin Rader,Kevin Rader,TEN,27,TE,14,2,,,0,,,,,,,0,0,0.64,0.5,0.14,0,0,
912,Isaiahh Loudermilk,Isaiahh Loudermilk,PIT,25,DE,11,3,,,0,,,,,,,0,0,0.64,0.36,0.27,0.09,0,
913,Miles Boykin,Miles Boykin,PIT,26,WR,16,1,,,0,,,,,,,0,0,0.63,0.56,0.06,0,0,
914,Corey Ballentine,Corey Ballentine,GNB,26,CB,8,0,,,0,,,0.13,0,0,0,0,0,0.63,0.5,0.13,0,0,
915,Ben Banogu,Ben Banogu,IND,26,DE,16,0,,,0,,,,,,,0,0,0.63,0.19,0.44,0,0,
916,Tarvarius Moore,Tarvarius Moore,SFO,26,DB,13,0,,,0,,,,,,,0,0,0.62,0.54,0.08,0,0,
917,Brandin Echols,Brandin Echols,NYJ,25,CB,13,0,0,0,0,0,0.15,,,,,0,0,0.62,0.46,0.15,0,0,
918,Jack Cochrane,Jack Cochrane,KAN,23,LB,15,0,,,0,,,,,,,0,0,0.6,0.33,0.27,0,0,
919,Tevaughn Campbell,Tevaughn Campbell,JAX,29,CB,5,0,,,0,,,,,,,0,0,0.6,0.6,0,0,0,
920,Aaron Patrick,Aaron Patrick,DEN,26,OLB,5,0,,,0,,,,,,,0,0,0.6,0.6,0,0,0,
921,Taco Charlton,Taco Charlton,CHI,28,DL,5,0,,,0,,,,,,,0,0,0.6,0.2,0.4,0,0,
922,Godwin Igwebuike,Godwin Igwebuike,SEA,28,RB,5,0,,,0,,,,,,,0,0,0.6,0.2,0.4,0,0,
923,Elerson Smith,Elerson Smith,NYG,24,OLB,5,0,,,0,,,,,,,0,0,0.6,0.2,0.4,0,0,
924,Tyler Davis,Tyler Davis,GNB,25,TE,17,1,,,0,,,,,,,0,0,0.59,0.35,0.24,0,0,
925,Jamir Jones,Jamir Jones,PIT,24,LB,17,0,0,0,0,0,0.06,,,,,0,0,0.59,0.35,0.24,0,0,
926,Dontrell Hilliard,Dontrell Hilliard,TEN,27,RB,12,1,,,0,,,,,,,0,0,0.58,0.33,0.25,0,0,
927,Nick Kwiatkoski,Nick Kwiatkoski,ATL,29,LB,12,0,,,0,,,,,,,0,0,0.58,0.25,0.33,0,0,
928,Tariq Carpenter,Tariq Carpenter,GNB,24,S,14,0,,,0,,,,,,,0,0,0.57,0.43,0.14,0,0,
929,Delarrin Turner-Yell,Delarrin Turner-Yell,DEN,23,S,14,0,,,0,,,0,0,2,0,0,0,0.57,0.43,0.14,0,0,
930,Hamsah Nasirildeen,Hamsah Nasirildeen,NYJ,23,LB,7,0,,,0,,,,,,,0,0,0.57,0.29,0.29,0,0,
931,Jake Hummel,Jake Hummel,LAR,23,LB,7,0,,,0,,,,,,,0,0,0.57,0.14,0.43,0,0,
932,Jonathan Garvin,Jonathan Garvin,GNB,23,LB,14,0,0,0,0,0,0.14,,,,,0,0,0.57,0,0.57,0,0.14,
933,Genard Avery,Genard Avery,TAM,27,OLB,9,0,,,0,,,,,,,0,0.11,0.56,0.56,0,0.11,0.56,
934,Jalen Virgil,Jalen Virgil,DEN,24,WR,9,1,,,0,,,0,0.11,0,0,0,0,0.56,0.44,0.11,0,0,
935,Dareke Young,Dareke Young,SEA,23,WR,13,0,,,0,,,,,,,0,0,0.54,0.46,0.08,0,0,
936,Carter Coughlin,Carter Coughlin,NYG,25,LB,17,0,,,0,,,0.06,0,1,0,0,0,0.53,0.41,0.12,0,0,
937,KhaDarel Hodge,KhaDarel Hodge,ATL,27,WR,17,1,,,0,,,,,,,0,0,0.53,0.41,0.12,0,0,
938,Malcolm Koonce,Malcolm Koonce,LVR,24,DE,17,0,,,0,,,,,,,0,0,0.53,0.35,0.18,0,0,
939,DeeJay Dallas,DeeJay Dallas,SEA,24,RB,15,0,,,0,,,0.07,0.07,1,47,0,0,0.53,0.33,0.2,0,0,
940,Daniel Thomas,Daniel Thomas,JAX,24,S,15,0,,,0,,,,,,,0,0,0.53,0.33,0.2,0,0,
941,Connor Heyward,Connor Heyward,PIT,23,TE,17,0,,,0,,,,,,,0,0,0.53,0.18,0.35,0,0,
942,Stephen Anderson,Stephen Anderson,ARI,29,TE,16,0,,,0,,,,,,,0,0,0.5,0.38,0.13,0,0,
943,Kyron Johnson,Kyron Johnson,PHI,24,LB,16,0,,,0,,,,,,,0,0,0.5,0.38,0.13,0,0,
944,Brandon Bolden,Brandon Bolden,LVR,32,RB,16,0,,,0,,,,,,,0,0,0.5,0.31,0.19,0,0,
