Rk,PFF Name,PFF Name Cleaned,Data Bowl Name,Tm,Age,Pos,G,GS,Int,Yds,TD,Lng,PD,FF,Fmb,FR,Yds,TD,Sk,Comb,Solo,Ast,TFL,QBHits,Sfty
850,Elijah Lee,Elijah Lee,Elijah Lee,CLE,25,LB,16,0,,,0,,,,,,,0,0,0.94,0.69,0.25,0,0,
851,Tyrel Dodson,Tyrel Dodson,Tyrel Dodson,BUF,23,LB,16,0,,,0,,,,,,,0,0,0.94,0.63,0.31,0,0,
852,Andrew Dowell,Andrew Dowell,#N/A,NOR,25,LB,16,0,,,0,,,,,,,0,0,0.94,0.56,0.38,0,0,
853,Samuel Eguavoen,Samuel Eguavoen,Sam Eguavoen,MIA,28,LB,17,0,,,0,,,0,0,1,0,1,0.03,0.94,0.53,0.41,0,0.41,
854,Joe Gaziano,Joe Gaziano,#N/A,LAC,25,DE,14,1,0,0,0,0,0.07,,,,,0,0,0.93,0.57,0.36,0.07,0.14,
855,Josiah Scott,Josiah Scott,#N/A,PHI,22,CB,13,0,,,0,,,,,,,0,0.08,0.92,0.62,0.31,0.08,0.08,
856,Lerentee McCray,Lerentee McCray,#N/A,JAX,31,LB,12,0,,,0,,,,,,,0,0,0.92,0.58,0.33,0.08,0,
857,Steve McLendon,Steve McLendon,#N/A,TAM,35,DT,12,0,0.08,0,0,0,0.08,0.08,0,0,0,0,0.04,0.92,0.58,0.33,0.08,0.42,
858,Joe Walker,Joe Walker,#N/A,ARI,29,LB,12,0,,,0,,,,,,,0,0,0.92,0.5,0.42,0.08,0,
859,Blessuan Austin,Blessuan Austin,#N/A,SEA,25,DB,11,1,,,0,,,,,,,0,0,0.91,0.73,0.18,0,0,
860,Ulysees Gilbert,Ulysees Gilbert,#N/A,PIT,24,LB,17,0,,,0,,,,,,,0,0,0.88,0.65,0.24,0,0,
861,Nick Bellore,Nick Bellore,Nick Bellore,SEA,32,LB,17,0,,,0,,,0.06,0,0,0,0,0,0.88,0.53,0.35,0,0,
862,Cody Davis,Cody Davis,#N/A,NWE,32,DB,17,0,,,0,,,,,,,0,0,0.88,0.53,0.35,0,0,
863,Clelin Ferrell,Clelin Ferrell,#N/A,LVR,24,DE,16,0,0,0,0,0,0.06,,,,,0,0.09,0.88,0.5,0.38,0.06,0.38,
864,Grant Stuard,Grant Stuard,#N/A,TAM,23,LB,17,0,,,0,,,0.06,0,0,0,0,0,0.88,0.47,0.41,0,0,
865,Nick Dzubnar,Nick Dzubnar,#N/A,TEN,30,LB,17,0,,,0,,,,,,,0,0,0.88,0.35,0.53,0,0,
866,Darrick Forrest,Darrick Forrest,#N/A,WAS,22,DB,8,0,,,0,,,,,,,0,0,0.88,0.5,0.38,0,0.13,
867,John Penisini,John Penisini,#N/A,DET,24,DT,16,0,0,0,0,0,0.06,,,,,0,0,0.88,0.25,0.63,0,0.06,
868,Noah Igbinoghene,Noah Igbinoghene,#N/A,MIA,22,CB,7,1,,,0,,,,,,,0,0,0.86,0.86,0,0,0,
869,Daren Bates,Daren Bates,#N/A,ATL,31,LB,7,0,,,0,,,,,,,0,0,0.86,0.57,0.29,0,0,
870,Cameron Lewis,Cameron Lewis,#N/A,BUF,24,DB,7,1,0,0,0,0,0.14,0.14,0,0,0,0,0,0.86,0.43,0.43,0.14,0,
871,Carter Coughlin,Carter Coughlin,#N/A,NYG,24,LB,7,0,,,0,,,,,,,0,0,0.86,0.29,0.57,0,0,
872,Zach Kerr,Zach Kerr,#N/A,3TM,31,DT,7,0,,,0,,,,,,,0,0,0.86,0.29,0.57,0,0,
873,Cam Gill,Cam Gill,#N/A,TAM,24,LB,13,0,,,0,,,,,,,0,0.12,0.85,0.54,0.31,0.08,0.23,
874,Chase Winovich,Chase Winovich,#N/A,NWE,26,LB,13,0,,,0,,,,,,,0,0,0.85,0.46,0.38,0,0.08,
875,Dee Ford,Dee Ford,#N/A,SFO,30,LB,6,0,,,0,,,0.17,0,0,0,0,0.5,0.83,0.5,0.33,0.33,0.67,
876,Hamsah Nasirildeen,Hamsah Nasirildeen,Hamsah Nasirildeen,NYJ,22,DB,12,2,,,0,,,,,,,0,0,0.83,0.25,0.58,0,0,
877,Derek Watt,Derek Watt,#N/A,PIT,29,RB,17,4,,,0,,,,,,,0,0,0.82,0.59,0.24,0,0,
878,Jaquan Johnson,Jaquan Johnson,#N/A,BUF,26,DB,17,1,0.06,1.47,0,25,0.06,,,,,0,0,0.82,0.47,0.35,0,0,
879,Julian Stanford,Julian Stanford,#N/A,CAR,31,LB,17,0,,,0,,,0.06,0,0,0,0,0,0.82,0.47,0.35,0,0,
880,Keion Crossen,Keion Crossen,#N/A,NYG,25,DB,16,0,,,0,,,0.06,0,1,0,0,0.06,0.81,0.5,0.31,0.06,0.06,
881,Josh Metellus,Josh Metellus,#N/A,MIN,23,S,16,0,0,0,0,0,0.06,,,,,0,0,0.81,0.5,0.31,0,0,
882,Tim Settle,Tim Settle,#N/A,WAS,24,DT,16,0,,,0,,,0,0,1,-7,0,0,0.81,0.44,0.38,0.25,0,
883,Marcus Allen,Marcus Allen,#N/A,PIT,25,DB,16,1,,,0,,,,,,,0,0,0.81,0.38,0.44,0,0,
884,Kristian Welch,Kristian Welch,Kristian Welch,BAL,23,LB,16,0,,,0,,,,,,,0,0,0.81,0.19,0.63,0,0,
885,De'Jon Harris,De'Jon Harris,#N/A,WAS,24,LB,5,0,,,0,,,,,,,0,0.2,0.8,0.8,0,0.2,0.2,
886,James Vaughters,James Vaughters,#N/A,ATL,28,LB,10,0,,,0,,,0.1,0,0,0,0,0.1,0.8,0.4,0.4,0,0.4,
887,L.J. Collier,L.J. Collier,#N/A,SEA,26,DE,10,0,0,0,0,0,0.1,,,,,0,0,0.8,0.3,0.5,0.1,0.5,
888,Zeke Turner,Zeke Turner,Ezekiel Turner,ARI,25,DB,5,0,,,0,,,,,,,0,0,0.8,0.6,0.2,0,0,
889,Shaka Toney,Shaka Toney,#N/A,WAS,23,LB,10,1,,,0,,,,,,,0,0.15,0.8,0.2,0.6,0.1,0.3,
890,Kahlil McKenzie,Kahlil McKenzie,#N/A,BAL,24,DT,5,0,,,0,,,,,,,0,0,0.8,0.2,0.6,0,0,
891,Travis Homer,Travis Homer,#N/A,SEA,23,RB,14,0,,,0,,,0.07,0,1,1,0,0,0.79,0.43,0.36,0,0,
892,Patrick Jones II,Patrick Jones II,Patrick Jones,MIN,23,DE,9,0,,,0,,,,,,,0,0,0.78,0.44,0.33,0,0,
893,Miles Killebrew,Miles Killebrew,#N/A,PIT,28,DB,17,0,,,0,,,,,,,0,0,0.76,0.53,0.24,0.06,0,
894,Jeff Heath,Jeff Heath,#N/A,NOR,30,DB,16,0,,,0,,,,,,,0,0.06,0.75,0.63,0.13,0.06,0.06,
895,Trenton Cannon,Trenton Cannon,#N/A,2TM,27,RB,12,0,,,0,,,0,0.08,0,2,0,0,0.75,0.67,0.08,0,0,
896,A.J. Moore,A.J. Moore,#N/A,HOU,26,DB,12,0,,,0,,,0.08,0,0,0,0,0,0.75,0.58,0.17,0,0,
897,Cam Brown,Cam Brown,#N/A,NYG,23,LB,12,0,,,0,,,,,,,0,0,0.75,0.5,0.25,0,0,
898,Justin Hardee,Justin Hardee,#N/A,NYJ,27,WR,16,0,,,0,,,,,,,0,0,0.75,0.31,0.44,0,0,
899,Maurice Canady,Maurice Canady,#N/A,DAL,27,DB,8,0,,,0,,,,,,,0,0,0.75,0.5,0.25,0,0,
900,Khaleke Hudson,Khaleke Hudson,Khaleke Hudson,WAS,24,S,12,1,,,0,,,,,,,0,0,0.75,0.33,0.42,0,0.08,
901,Henry Anderson,Henry Anderson,#N/A,NWE,30,DE,4,0,,,0,,,,,,,0,0,0.75,0.75,0,0,0,
902,Nathan Cottrell,Nathan Cottrell,#N/A,JAX,25,RB,4,0,,,0,,,,,,,0,0,0.75,0.5,0.25,0,0,
903,David Moa,David Moa,#N/A,NYG,25,DT,4,1,,,0,,,,,,,0,0,0.75,0.25,0.5,0,0,
904,Larrell Murchison,Larrell Murchison,#N/A,TEN,24,DE,11,5,,,0,,,,,,,0,0,0.73,0.36,0.36,0.09,0,
905,Tyree Gillespie,Tyree Gillespie,#N/A,LVR,23,DB,11,0,,,0,,,,,,,0,0,0.73,0.09,0.64,0,0,
906,Jon Rhattigan,Jon Rhattigan,#N/A,SEA,22,LB,14,0,,,0,,,0,0,1,0,0,0,0.71,0.71,0,0,0,
907,Justin Bethel,Justin Bethel,#N/A,NWE,31,DB,17,0,0,0,0,0,0.06,0.06,0,0,0,0,0,0.71,0.53,0.18,0,0,
908,Anthony Levine,Anthony Levine,#N/A,BAL,34,DB,17,1,0,0,0,0,0.06,,,,,0,0,0.71,0.53,0.18,0,0,
909,K.J. Britt,K.J. Britt,#N/A,TAM,23,LB,17,0,0,0,0,0,0.06,,,,,0,0,0.71,0.41,0.29,0.06,0.06,
910,Marqui Christian,Marqui Christian,#N/A,CHI,27,DB,17,1,0,0,0,0,0.06,,,,,0,0,0.71,0.41,0.29,0,0,
911,Ty Montgomery,Ty Montgomery,#N/A,NOR,28,WR,14,3,,,0,,,,,,,0,0,0.71,0.5,0.21,0,0,
912,Deshazor Everett,Deshazor Everett,#N/A,WAS,29,DB,14,0,,,0,,,,,,,0,0,0.71,0.36,0.36,0,0,
913,Daniel Ekuale,Daniel Ekuale,#N/A,NWE,27,DT,7,0,,,0,,,,,,,0,0.29,0.71,0.57,0.14,0.29,0.29,
914,Juju Hughes,Juju Hughes,#N/A,LAR,23,DB,7,0,,,0,,,,,,,0,0,0.71,0.57,0.14,0,0,
915,Quinton Bohanna,Quinton Bohanna,#N/A,DAL,22,DT,14,1,,,0,,,,,,,0,0,0.71,0.21,0.5,0,0,
916,Josh Tupou,Josh Tupou,#N/A,CIN,27,DT,17,9,,,0,,,,,,,0,0,0.71,0.18,0.53,0,0.06,
917,Antwaun Woods,Antwaun Woods,#N/A,IND,28,DT,7,0,,,0,,,,,,,0,0,0.71,0.29,0.43,0,0,
918,Marcus Kemp,Marcus Kemp,#N/A,KAN,26,WR,16,0,,,0,,,,,,,0,0,0.69,0.56,0.13,0.06,0,
919,Luke Gifford,Luke Gifford,Luke Gifford,DAL,26,LB,16,0,,,0,,,,,,,0,0,0.69,0.5,0.19,0.06,0,
920,Nahshon Wright,Nahshon Wright,#N/A,DAL,23,DB,13,1,,,0,,,0,0.08,0,0,0,0,0.69,0.54,0.15,0,0,
921,Kemoko Turay,Kemoko Turay,#N/A,IND,26,LB,13,0,,,0,,,0,0,1,0,0,0.42,0.69,0.46,0.23,0.38,0.62,
922,Breon Borders,Breon Borders,#N/A,2TM,26,DB,12,0,0,0,0,0,0.17,,,,,0,0,0.67,0.58,0.08,0,0,
923,Isaiah Dunn,Isaiah Dunn,#N/A,NYJ,22,DB,12,1,0,0,0,0,0.17,,,,,0,0,0.67,0.58,0.08,0,0,
924,Jamir Jones,Jamir Jones,Jamir Jones,3TM,23,LB,15,1,,,0,,,,,,,0,0,0.67,0.47,0.2,0,0.13,
925,Anthony Chesley,Anthony Chesley,#N/A,IND,25,DB,9,0,,,0,,,0,0,1,0,0,0,0.67,0.67,0,0,0,
926,Darius Phillips,Darius Phillips,#N/A,CIN,26,DB,12,0,0,0,0,0,0.17,0,0.33,0,0,0,0,0.67,0.5,0.17,0,0,
927,Brady Breeze,Brady Breeze,#N/A,2TM,24,,9,0,,,0,,,,,,,0,0,0.67,0.56,0.11,0,0,
928,Steven Parker,Steven Parker,#N/A,NYG,26,DB,9,0,0,0,0,0,0.22,,,,,0,0,0.67,0.44,0.22,0,0,
929,Aaron Patrick,Aaron Patrick,#N/A,DEN,25,LB,12,1,,,0,,,,,,,0,0,0.67,0.33,0.33,0,0,
930,Andre Smith,Andre Smith,#N/A,BUF,24,LB,15,0,,,0,,,0,0,1,0,0,0,0.67,0.27,0.4,0,0,
931,Brandon Wilson,Brandon Wilson,#N/A,CIN,27,RB,9,1,,,0,,,,,,,0,0,0.67,0.33,0.33,0,0,
932,Tashawn Bower,Tashawn Bower,#N/A,2TM,26,DE,6,0,,,0,,,,,,,0,0.17,0.67,0.33,0.33,0.17,0.17,
933,Mario Edwards,Mario Edwards,#N/A,CHI,27,DE,12,1,0,0,0,0,0.08,,,,,0,0.17,0.67,0.17,0.5,0.08,0.42,
934,Joseph Jones,Joseph Jones,Joseph Jones,TEN,27,LB,9,0,,,0,,,,,,,0,0,0.67,0.22,0.44,0,0,
935,Andre Mintze,Andre Mintze,#N/A,DEN,23,LB,6,0,,,0,,,,,,,0,0,0.67,0.33,0.33,0,0,
936,Tanner Muse,Tanner Muse,#N/A,SEA,25,S,6,0,,,0,,,,,,,0,0,0.67,0.33,0.33,0,0,
937,Richard Rodgers,Richard Rodgers,#N/A,PHI,29,TE,3,0,,,0,,,,,,,0,0,0.67,0.67,0,0,0,
938,Abdullah Anderson,Abdullah Anderson,#N/A,GNB,25,DE,3,0,,,0,,,,,,,0,0,0.67,0.33,0.33,0,0,
939,Emeke Egbule,Emeke Egbule,#N/A,LAC,25,LB,3,0,,,0,,,,,,,0,0,0.67,0.33,0.33,0,0.33,
940,Dazz Newsome,Dazz Newsome,#N/A,CHI,22,WR,3,1,,,0,,,,,,,0,0,0.67,0.33,0.33,0,0,
941,Kevin White,Kevin White,#N/A,NOR,29,WR,6,1,,,0,,,0.17,0,0,0,0,0,0.67,0.17,0.5,0,0,
942,Woodrow Hamilton,Woodrow Hamilton,#N/A,2TM,29,DT,3,1,,,0,,,,,,,0,0,0.67,0,0.67,0,0,
943,Brandon Bolden,Brandon Bolden,#N/A,NWE,31,RB,17,1,,,0,,,0,0.06,0,0,0,0,0.65,0.53,0.12,0,0,
944,Mack Hollins,Mack Hollins,#N/A,MIA,28,WR,17,3,,,0,,,,,,,0,0,0.65,0.53,0.12,0,0,
945,Stanley Morgan Jr.,Stanley Morgan Jr.,#N/A,CIN,25,WR,17,1,,,0,,,,,,,0,0,0.65,0.47,0.18,0,0,
946,Penny Hart,Penny Hart,#N/A,SEA,25,WR,17,0,,,0,,,,,,,0,0,0.65,0.35,0.29,0,0,
947,Matthew Slater*,Matthew Slater,#N/A,NWE,36,WR,17,0,,,0,,,,,,,0,0,0.65,0.18,0.47,0,0,
948,Ty Summers,Ty Summers,#N/A,GNB,26,LB,14,0,,,0,,,0,0,1,0,0,0,0.64,0.57,0.07,0,0,
949,Demetrius Harris,Demetrius Harris,#N/A,ARI,30,TE,14,4,,,0,,,,,,,0,0,0.64,0.5,0.14,0,0,
950,Dakota Allen,Dakota Allen,#N/A,JAX,26,LB,14,1,,,0,,,0.07,0,0,0,0,0,0.64,0.29,0.36,0,0,
951,Isaac Yiadom,Isaac Yiadom,#N/A,GNB,25,DB,16,1,,,0,,,,,,,0,0,0.63,0.56,0.06,0,0,
952,Terrell Burgess,Terrell Burgess,#N/A,LAR,23,S,16,2,,,0,,,,,,,0,0,0.63,0.25,0.38,0,0,
953,Brandon King,Brandon King,#N/A,NWE,28,DB,16,0,,,0,,,,,,,0,0,0.63,0.25,0.38,0,0,
954,Jonah Williams,Jonah Williams,#N/A,LAR,26,DE,8,0,,,0,,,,,,,0,0,0.63,0.13,0.5,0,0,
955,Gary Brightwell,Gary Brightwell,#N/A,NYG,22,RB,13,0,,,0,,,,,,,0,0,0.62,0.15,0.46,0,0,
956,Dayo Odeyingbo,Dayo Odeyingbo,#N/A,IND,22,DE,10,0,,,0,,,0.1,0,0,0,0,0.05,0.6,0.5,0.1,0,0.1,
957,Derek Carrier,Derek Carrier,#N/A,LVR,31,TE,5,1,,,0,,,,,,,0,0,0.6,0.6,0,0,0,
958,Jaylon Ferguson,Jaylon Ferguson,#N/A,BAL,26,DE,10,0,,,0,,,,,,,0,0,0.6,0.3,0.3,0,0.3,
959,Darian Thompson,Darian Thompson,#N/A,DAL,28,DB,5,0,,,0,,,,,,,0,0,0.6,0.6,0,0,0,
960,Rashod Berry,Rashod Berry,#N/A,DET,25,TE,5,0,,,0,,,,,,,0,0,0.6,0.4,0.2,0,0.2,
961,Curtis Bolton,Curtis Bolton,#N/A,DET,26,LB,5,0,,,0,,,,,,,0,0,0.6,0.4,0.2,0,0,
962,Ja'Marcus Bradley,Ja'Marcus Bradley,#N/A,CLE,25,WR,5,0,,,0,,,,,,,0,0,0.6,0.4,0.2,0,0,
963,Malcolm Koonce,Malcolm Koonce,#N/A,LVR,23,LB,5,0,,,0,,,,,,,0,0.4,0.6,0.4,0.2,0.4,0.4,
964,Jared Norris,Jared Norris,#N/A,WAS,28,LB,5,0,,,0,,,,,,,0,0,0.6,0.4,0.2,0,0,
965,Robert Jackson,Robert Jackson,#N/A,BAL,28,DB,5,0,,,0,,,,,,,0,0,0.6,0.2,0.4,0,0,
966,Keandre Jones,Keandre Jones,#N/A,CIN,24,LB,5,0,,,0,,,,,,,0,0,0.6,0.2,0.4,0,0,
967,Josh Mauro,Josh Mauro,#N/A,ARI,30,DE,5,1,,,0,,,,,,,0,0.2,0.6,0.2,0.4,0.2,0.2,
968,Rachad Wildgoose,Rachad Wildgoose,#N/A,NYJ,21,DB,5,0,,,0,,,,,,,0,0,0.6,0.2,0.4,0,0,
969,Matthew Adams,Matthew Adams,Matthew Adams,IND,26,LB,17,0,,,0,,,,,,,0,0,0.59,0.47,0.12,0,0,
970,C.J. Goodwin,C.J. Goodwin,#N/A,DAL,31,DB,17,0,,,0,,,,,,,0,0,0.59,0.41,0.18,0,0,
971,DeeJay Dallas,DeeJay Dallas,#N/A,SEA,23,RB,17,0,,,0,,,0.06,0.06,1,0,0,0,0.59,0.35,0.24,0,0,
972,Stantley Thomas-Oliver,Stantley Thomas-Oliver,#N/A,CAR,23,CB,12,0,,,0,,,,,,,0,0,0.58,0.25,0.33,0,0,
973,Ben Skowronek,Ben Skowronek,#N/A,LAR,24,WR,14,1,,,0,,,,,,,0,0,0.57,0.43,0.14,0,0,
974,Shemar Jean-Charles,Shemar Jean-Charles,#N/A,GNB,23,DB,14,0,,,0,,,,,,,0,0,0.57,0.36,0.21,0,0,
975,Tyrell Adams,Tyrell Adams,#N/A,2TM,29,LB,7,0,,,0,,,0.14,0,0,0,0,0,0.57,0.57,0,0,0,
976,Caleb Johnson,Caleb Johnson,#N/A,CHI,23,LB,14,0,,,0,,,0,0,1,0,0,0,0.57,0.29,0.29,0,0,
977,Tyrie Cleveland,Tyrie Cleveland,#N/A,DEN,24,WR,7,0,,,0,,,,,,,0,0,0.57,0.43,0.14,0,0,
978,Rashard Robinson,Rashard Robinson,#N/A,TAM,26,DB,7,0,,,0,,,,,,,0,0,0.57,0.43,0.14,0,0,
979,McTelvin Agim,McTelvin Agim,#N/A,DEN,24,DT,7,0,0,0,0,0,0.14,,,,,0,0.21,0.57,0.29,0.29,0.14,0.43,
980,Nate Hairston,Nate Hairston,#N/A,DEN,27,DB,16,1,0,0,0,0,0.25,,,,,0,0,0.56,0.38,0.19,0,0,
981,Harrison Hand,Harrison Hand,#N/A,MIN,23,CB,9,0,,,0,,,,,,,0,0,0.56,0.56,0,0,0,
982,Herb Miller,Herb Miller,#N/A,CLE,24,DB,9,0,,,0,,,,,,,0,0,0.56,0.44,0.11,0,0,
983,Racey McMath,Racey McMath,#N/A,TEN,22,WR,9,0,,,0,,,0,0.11,0,0,0,0,0.56,0.11,0.44,0,0,
984,Equanimeous St. Brown,Equanimeous St. Brown,#N/A,GNB,25,WR,13,2,,,0,,,,,,,0,0,0.54,0.38,0.15,0,0,
985,Brandon Zylstra,Brandon Zylstra,#N/A,CAR,28,WR,13,3,,,0,,,,,,,0,0,0.54,0.31,0.23,0,0,
986,Tylan Wallace,Tylan Wallace,#N/A,BAL,22,WR,17,1,,,0,,,,,,,0,0,0.53,0.24,0.29,0,0,
987,Elijhaa Penny,Elijhaa Penny,#N/A,NYG,28,RB,17,3,,,0,,,,,,,0,0,0.53,0.18,0.35,0,0,
988,Jason Cabinda,Jason Cabinda,#N/A,DET,25,LB,14,4,,,0,,,,,,,0,0,0.5,0.43,0.07,0,0,
989,Justin Jackson,Justin Jackson,#N/A,LAC,25,RB,14,2,,,0,,,0,0.07,0,0,0,0,0.5,0.43,0.07,0,0,
990,Dwayne Washington,Dwayne Washington,#N/A,NOR,27,RB,14,0,,,0,,,,,,,0,0,0.5,0.43,0.07,0,0,
991,Cethan Carter,Cethan Carter,#N/A,MIA,26,TE,16,1,,,0,,,,,,,0,0,0.5,0.25,0.25,0,0,
992,Jordan Glasgow,Jordan Glasgow,#N/A,IND,25,LB,12,0,,,0,,,,,,,0,0,0.5,0.33,0.17,0,0,
993,Ken Crawley,Ken Crawley,#N/A,NOR,28,DB,6,0,,,0,,,,,,,0,0,0.5,0.5,0,0,0,
994,Chris Lammons,Chris Lammons,#N/A,KAN,25,DB,12,0,,,0,,,0,0,1,0,0,0,0.5,0.25,0.25,0,0,
995,Bradlee Anae,Bradlee Anae,#N/A,DAL,23,DE,4,0,,,0,,,,,,,0,0,0.5,0.5,0,0,0,
996,John Cominsky,John Cominsky,#N/A,ATL,26,DE,4,0,,,0,,,,,,,0,0,0.5,0.5,0,0.25,0,
997,River Cracraft,River Cracraft,#N/A,SFO,27,WR,6,0,,,0,,,0,0,1,0,0,0,0.5,0.33,0.17,0,0,
998,Ladarius Hamilton,Ladarius Hamilton,Ladarius Hamilton,GNB,23,LB,6,0,,,0,,,,,,,0,0,0.5,0.33,0.17,0,0.33,
999,Buddy Johnson,Buddy Johnson,#N/A,PIT,22,LB,4,0,,,0,,,,,,,0,0,0.5,0.5,0,0,0,
1000,Jamal Perry,Jamal Perry,#N/A,MIA,27,DB,4,0,,,0,,,,,,,0,0,0.5,0.5,0,0,0,
1001,Kevin Rader,Kevin Rader,#N/A,PIT,26,TE,6,1,,,0,,,,,,,0,0,0.5,0.33,0.17,0,0,
1002,Chauncey Rivers,Chauncey Rivers,#N/A,GNB,24,DE,4,0,,,0,,,,,,,0,0,0.5,0.5,0,0,0,
1003,Chris Williams,Chris Williams,#N/A,IND,23,DT,8,0,,,0,,,,,,,0,0,0.5,0.25,0.25,0,0,
1004,Kawaan Baker,Kawaan Baker,#N/A,NOR,23,WR,2,0,,,0,,,,,,,0,0,0.5,0.5,0,0,0,
1005,Essang Bassey,Essang Bassey,#N/A,2TM,23,CB,2,0,,,0,,,,,,,0,0,0.5,0.5,0,0,0,
1006,Francis Bernard,Francis Bernard,#N/A,DAL,26,LB,8,0,,,0,,,,,,,0,0,0.5,0.13,0.38,0,0,
1007,Andrew Brown,Andrew Brown,#N/A,LAC,26,DT,2,0,,,0,,,,,,,0,0,0.5,0.5,0,0,0,
1008,Daurice Fountain,Daurice Fountain,#N/A,KAN,26,WR,2,0,,,0,,,,,,,0,0,0.5,0.5,0,0,0,
1009,Da'Shawn Hand,Da'Shawn Hand,#N/A,2TM,26,DE,4,0,0,0,0,0,0.25,,,,,0,0,0.5,0.25,0.25,0,0,
1010,Willie Harvey,Willie Harvey,#N/A,CLE,25,LB,2,0,,,0,,,,,,,0,0,0.5,0.5,0,0,0,
1011,Sterling Hofrichter,Sterling Hofrichter,#N/A,TAM,25,P,2,0,,,0,,,,,,,0,0,0.5,0.5,0,0,0,
1012,Jonathan Marshall,Jonathan Marshall,#N/A,NYJ,24,DT,4,0,,,0,,,,,,,0,0,0.5,0.25,0.25,0,0.25,
1013,KeiVarae Russell,KeiVarae Russell,#N/A,NOR,28,DB,2,0,,,0,,,,,,,0,0,0.5,0.5,0,0,0,
1014,Jordan Smith,Jordan Smith,#N/A,JAX,23,LB,2,0,,,0,,,,,,,0,0,0.5,0.5,0,0,0,
1015,Jay Tufele,Jay Tufele,#N/A,JAX,22,DT,4,0,,,0,,,,,,,0,0,0.5,0.25,0.25,0,0,
1016,Landen Akers,Landen Akers,#N/A,LAR,24,WR,2,0,,,0,,,,,,,0,0,0.5,0,0.5,0,0,
1017,William Compton,William Compton,#N/A,LVR,32,LB,2,0,,,0,,,,,,,0,0,0.5,0,0.5,0,0,
1018,Miller Forristall,Miller Forristall,#N/A,CLE,23,TE,2,0,,,0,,,,,,,0,0,0.5,0,0.5,0,0,
1019,T.Y. McGill,T.Y. McGill,#N/A,MIN,29,DT,2,0,0,0,0,0,0.5,,,,,0,0,0.5,0,0.5,0,0.5,
1020,Brent Urban,Brent Urban,#N/A,DAL,30,DE,6,4,0,0,0,0,0.17,,,,,0,0,0.5,0,0.5,0,0,
1021,Keith Smith,Keith Smith,#N/A,ATL,29,FB,17,8,,,0,,,,,,,0,0,0.47,0.29,0.18,0,0,
1022,Deionte Thompson,Deionte Thompson,#N/A,ARI,24,DB,17,0,,,0,,,,,,,0,0,0.47,0.29,0.18,0,0,
1023,Jalen Davis,Jalen Davis,#N/A,CIN,25,DB,15,0,0,0,0,0,0.07,0.07,0,0,0,0,0,0.47,0.13,0.33,0,0,
1024,Mike Ford,Mike Ford,#N/A,DEN,26,DB,13,0,,,0,,,,,,,0,0,0.46,0.46,0,0,0,
1025,Jamycal Hasty,Jamycal Hasty,#N/A,SFO,25,RB,11,0,,,0,,,0,0.18,0,0,0,0,0.45,0.45,0,0,0,
1026,Giovanni Ricci,Giovanni Ricci,#N/A,CAR,25,FB,16,1,,,0,,,,,,,0,0,0.44,0.31,0.13,0,0,
1027,Chris Banjo,Chris Banjo,#N/A,ARI,31,DB,16,0,,,0,,,,,,,0,0,0.44,0.25,0.19,0,0,
1028,Kemon Hall,Kemon Hall,#N/A,LAC,24,DB,16,0,,,0,,,0,0,1,0,0,0,0.44,0.25,0.19,0,0.06,
1029,Gunner Olszewski,Gunner Olszewski,#N/A,NWE,25,WR,16,0,,,0,,,0,0.19,2,0,0,0,0.44,0.19,0.25,0,0,
1030,Alec Ingold,Alec Ingold,#N/A,LVR,25,FB,9,3,,,0,,,0,0,1,1,0,0,0.44,0.22,0.22,0,0,
1031,Kendall Sheffield,Kendall Sheffield,#N/A,ATL,25,DB,9,0,,,0,,,,,,,0,0,0.44,0.22,0.22,0,0,
1032,Cam Sims,Cam Sims,#N/A,WAS,25,WR,14,3,,,0,,,,,,,0,0,0.43,0.29,0.14,0,0,
1033,Sterling Shepard,Sterling Shepard,#N/A,NYG,28,WR,7,6,,,0,,,,,,,0,0,0.43,0.43,0,0,0,
1034,Charles Washington,Charles Washington,#N/A,ARI,28,DB,7,0,,,0,,,,,,,0,0,0.43,0.43,0,0,0,
1035,Mark Webb,Mark Webb,#N/A,LAC,23,DB,7,0,,,0,,,,,,,0,0,0.43,0.43,0,0,0,
1036,Harvey Langi,Harvey Langi,#N/A,NWE,29,DE,7,1,,,0,,,,,,,0,0,0.43,0.14,0.29,0,0,
1037,Damien Williams,Damien Williams,#N/A,CHI,29,RB,12,2,,,0,,,,,,,0,0,0.42,0.33,0.08,0,0,
1038,Chris Moore,Chris Moore,#N/A,HOU,28,WR,12,1,,,0,,,,,,,0,0,0.42,0.17,0.25,0,0,
1039,Michael Hoecht,Michael Hoecht,#N/A,LAR,24,DL,17,3,,,0,,,,,,,0,0,0.41,0.35,0.06,0,0,
1040,Dare Ogunbowale,Dare Ogunbowale,#N/A,JAX,27,RB,17,2,,,0,,,,,,,0,0,0.41,0.35,0.06,0,0,
1041,Charlie Woerner,Charlie Woerner,#N/A,SFO,24,TE,17,3,,,0,,,,,,,0,0,0.41,0.35,0.06,0,0,
1042,Clayton Fejedelem,Clayton Fejedelem,#N/A,MIA,28,DB,17,0,,,0,,,0,0.06,0,-1,0,0,0.41,0.29,0.12,0,0,
1043,Godwin Igwebuike,Godwin Igwebuike,#N/A,DET,27,DB,17,1,,,0,,,0,0.12,0,0,0,0,0.41,0.24,0.18,0,0,
1044,Dorian O'Daniel,Dorian O'Daniel,#N/A,KAN,27,LB,17,0,,,0,,,,,,,0,0,0.41,0.24,0.18,0,0,
